"cd_assunto_trf";"ds_assunto_completo"
"6138";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS"
"6139";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTE PELA SÚMULA 260 DO TFR"
"6140";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / ART. 58 ADCT DA CF/88"
"6141";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / UTILIZAÇÃO DO PNS NO REAJUSTE DE BENEFÍCIOS"
"6142";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / MANUTENÇÃO DO BENEFÍCIO PELA EQUIVALÊNCIA SALARIAL"
"6143";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / EXPURGOS INFLACIONÁRIOS SOBRE OS BENEFÍCIOS"
"6144";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / SALÁRIO MÍNIMO DE NCZ$ 120,00 PARA JUNHO/89"
"6145";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTE DE 147%"
"6146";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTAMENTO PELO IGP-DI"
"6147";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / APLICAÇÃO DE COEFICIENTE DE CÁLCULO DIVERSO DO FIXADO NA LEI N.º 8.213/91"
"6148";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTE APLICADO AO SALÁRIO MÍNIMO EM SETEMBRO/94"
"6149";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / SISTEMÁTICA DE CONVERSÃO DOS BENEFÍCIOS PREVIDENCIÁRIOS EM URVS"
"6150";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTAMENTO PELO INPC"
"6151";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / ART. 144 DA LEI 8.213/91 E/OU DIFERENÇAS DECORRENTES"
"6152";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / GRATIFICAÇÃO NATALINA A PARTIR DA CF/88 (ART. 201, § 6º CF/88)"
"6153";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / ABONO DA LEI 8.178/91"
"6154";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / ÍNDICE DE 4,02% DA LEI 8.222/91"
"6155";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / DESCONTO DO DL 1.910/81"
"6156";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / DESCONTOS DOS BENEFÍCIOS"
"6157";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / CORREÇÃO MONETÁRIA PELA SÚMULA 71 TFR"
"6158";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / CORREÇÃO MONETÁRIA DE BENEFÍCIO PAGO COM ATRASO"
"6159";"DIREITO PREVIDENCIÁRIO / RMI - RENDA MENSAL INICIAL, REAJUSTES E REVISÕES ESPECÍFICAS / REAJUSTES E REVISÕES ESPECÍFICOS / REAJUSTE CONFORME PORTARIA MPAS 714/1993"
"6160";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES"
"6161";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / HABILITAÇÃO E REABILITAÇÃO PROFISSIONAL"
"6162";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / DECADÊNCIA/PRESCRIÇÃO"
"6164";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / DECLARAÇÃO DE AUSÊNCIA"
"6165";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / ATIVIDADE CONCOMITANTE"
"6166";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / RENÚNCIA AO BENEFÍCIO"
"6167";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / DEMONSTRATIVO DAS IMPORTÂNCIAS PAGAS"
"6168";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / PERÍODOS DE CARÊNCIA"
"6169";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / LIMITE MÍNIMO DE IDADE"
"6170";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / PERDA DA QUALIDADE DE SEGURADO"
"6171";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / INCLUSÃO DE DEPENDENTE"
"6172";"DIREITO PREVIDENCIÁRIO / DISPOSIÇÕES DIVERSAS RELATIVAS ÀS PRESTAÇÕES / REGRA DE TRANSIÇÃO PARA APOSENTADORIA - ""PEDÁGIO"""
"6173";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE"
"6174";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / DATA DE INÍCIO DE BENEFÍCIO (DIB)"
"6175";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / CUMULAÇÃO"
"6176";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / PARCELAS DE BENEFÍCIO NÃO PAGAS"
"6177";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / CONCESSÃO"
"6178";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / RESTABELECIMENTO"
"6179";"DIREITO PREVIDENCIÁRIO / PEDIDOS GENÉRICOS RELATIVOS AOS BENEFÍCIOS EM ESPÉCIE / CONVERSÃO"
"6181";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO"
"6182";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO/CONVERSÃO DE TEMPO DE SERVIÇO ESPECIAL"
"6183";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DE TEMPO DE SERVIÇO DE SEGURADO ESPECIAL (REGIME DE ECONOMIA FAMILIAR)"
"6184";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DE TEMPO DE SERVIÇO RURAL (EMPREGADO/EMPREGADOR)"
"6185";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DO TEMPO DE SERVIÇO COMO ALUNO APRENDIZ"
"6186";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DO TEMPO DE SERVIÇO MILITAR"
"6187";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DE TEMPO DE SERVIÇO DE EMPREGADO DOMÉSTICO"
"6188";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / AVERBAÇÃO/CÔMPUTO DE TEMPO DE SERVIÇO URBANO"
"6189";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / CERTIDÃO DE TEMPO DE SERVIÇO"
"6190";"DIREITO PREVIDENCIÁRIO / TEMPO DE SERVIÇO / CONTAGEM RECÍPROCA DE TEMPO DE SERVIÇO"
"6191";"DIREITO INTERNACIONAL"
"6192";"DIREITO INTERNACIONAL / NACIONALIDADE"
"6193";"DIREITO INTERNACIONAL / NACIONALIDADE / AQUISIÇÃO"
"6194";"DIREITO INTERNACIONAL / NACIONALIDADE / PERDA"
"6195";"DIREITO INTERNACIONAL / NACIONALIDADE / CONCESSÃO DE NATURALIZAÇÃO"
"6196";"DIREITO INTERNACIONAL / NACIONALIDADE / CANCELAMENTO DE NATURALIZAÇÃO"
"6197";"DIREITO INTERNACIONAL (6191) / Estrangeiro"
"6198";"DIREITO INTERNACIONAL / ESTRANGEIRO / ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA"
"6199";"DIREITO INTERNACIONAL / ESTRANGEIRO / ASILO"
"6200";"DIREITO INTERNACIONAL / ESTRANGEIRO / LIVRE TRÂNSITO MERCOSUL"
"6201";"DIREITO INTERNACIONAL (6191) / Estrangeiro (6197) / Trabalhador Migrante ou Fronteiriço do Mercosul"
"6202";"DIREITO INTERNACIONAL (6191) / Proteção Internacional a Direitos Humanos"
"6203";"DIREITO INTERNACIONAL / COOPERAÇÃO INTERNACIONAL"
"6206";"DIREITO INTERNACIONAL / COOPERAÇÃO INTERNACIONAL / AUXÍLIO DIRETO"
"6207";"DIREITO INTERNACIONAL / COOPERAÇÃO INTERNACIONAL / MERCOSUL"
"6212";"DIREITO INTERNACIONAL (6191) / Tratado Internacional"
"6213";"DIREITO INTERNACIONAL (6191) / Normas do Mercosul"
"6214";"DIREITO INTERNACIONAL / Casamento e Divórcio"
"6215";"DIREITO INTERNACIONAL (6191) / Sucessão de Bens Estrangeiro"
"6216";"DIREITO INTERNACIONAL / PRESTAÇÃO DE ALIMENTOS"
"6217";"DIREITO INTERNACIONAL / FUNCIONAMENTO DE EMPRESA ESTRANGEIRA"
"6218";"DIREITO INTERNACIONAL (6191) / Pessoa Jurídica Estrangeira"
"6219";"DIREITO INTERNACIONAL / CONTRATOS INTERNACIONAIS"
"6220";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR"
"6226";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MORAL / INCLUSÃO INDEVIDA EM CADASTRO DE INADIMPLENTES"
"6233";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / PLANOS DE SAÚDE"
"6238";"DIREITO CIVIL / FAMÍLIA / Alimentos / Oferta"
"6239";"DIREITO CIVIL / FAMÍLIA / Alimentos / Fixação"
"7617";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TELEFONIA"
"7618";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TURISMO"
"7619";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / CONSÓRCIO"
"7620";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / ESTABELECIMENTOS DE ENSINO"
"7621";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / SEGURO"
"7626";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TELEFONIA / ASSINATURA BÁSICA MENSAL"
"7627";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TELEFONIA / PULSOS EXCEDENTES"
"7628";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho"
"7629";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho (7628) / Empreitada"
"7630";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho (7628) / Representante Comercial Autônomo"
"7631";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho (7628) / Honorários Profissionais"
"7632";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho (7628) / Trabalhador Eventual"
"7633";"DIREITO DO TRABALHO (864) / Outras Relações de Trabalho (7628) / Trabalhador Avulso"
"7639";"DIREITO DO TRABALHO / Direito de Greve / Lockout"
"7640";"DIREITO DO TRABALHO / Direito de Greve / Lockout / Interdito Proibitório"
"7644";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial"
"7645";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Aeroviários"
"7646";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Rural"
"7647";"DIREITO DO TRABALHO (864) / Contrato Individual de Trabalho (1654) / Contrato em Regime de Tempo Parcial"
"7649";"DIREITO DO TRABALHO / Sentença Normativa / Aplicabilidade"
"7656";"DIREITO CIVIL / FAMÍLIA / União Estável ou Concubinato"
"7657";"DIREITO CIVIL / FAMÍLIA / Tutela e Curatela"
"7659";"DIREITO CIVIL / FAMÍLIA / Regime de Bens Entre os Cônjuges"
"7660";"DIREITO CIVIL / FAMÍLIA / Usufruto e Administração dos Bens de Filhos Menores"
"7661";"DIREITO CIVIL / FAMÍLIA / BEM DE FAMÍLIA"
"7664";"DIREITO CIVIL / FAMÍLIA / Casamento / Dissolução"
"7667";"DIREITO CIVIL / FAMÍLIA / Relações de Parentesco / Investigação de Maternidade"
"7671";"DIREITO CIVIL / FAMÍLIA / Relações de Parentesco / Adoção de Maior"
"7672";"DIREITO CIVIL / FAMÍLIA / União Estável ou Concubinato / União Homoafetiva"
"7673";"DIREITO CIVIL / Sucessões"
"7676";"DIREITO CIVIL / Sucessões / Administração de Herança"
"7677";"DIREITO CIVIL / FAMÍLIA / União Estável ou Concubinato / Reconhecimento / Dissolução"
"7681";"DIREITO CIVIL (899) / Obrigações"
"7687";"DIREITO CIVIL / Sucessões / Inventário e Partilha"
"7688";"DIREITO CIVIL (899) / Obrigações (7681) / Transmissão"
"7689";"DIREITO CIVIL / OBRIGAÇÕES / TRANSMISSÃO / ASSUNÇÃO DE DÍVIDA"
"7690";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção"
"7691";"DIREITO CIVIL (899) / Obrigações (7681) / Inadimplemento"
"7694";"DIREITO CIVIL (899) / Obrigações (7681) / Atos Unilaterais"
"7696";"DIREITO CIVIL / OBRIGAÇÕES / PREFERÊNCIAS E PRIVILÉGIOS CREDITÓRIOS"
"7697";"DIREITO CIVIL / OBRIGAÇÕES / INADIMPLEMENTO / CORREÇÃO MONETÁRIA"
"7698";"DIREITO CIVIL (899) / Obrigações (7681) / Inadimplemento (7691) / Perdas e Danos"
"7699";"DIREITO CIVIL / OBRIGAÇÕES / INADIMPLEMENTO / JUROS DE MORA - LEGAIS / CONTRATUAIS"
"7700";"DIREITO CIVIL (899) / Obrigações (7681) / Inadimplemento (7691) / Cláusula Penal"
"7701";"DIREITO CIVIL / OBRIGAÇÕES / INADIMPLEMENTO / ARRAS OU SINAL"
"7703";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Pagamento"
"7704";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Pagamento em Consignação"
"7705";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Pagamento com Subrogação"
"7706";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Imputação do Pagamento"
"7707";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Dação em Pagamento"
"7708";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Novação"
"7709";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Compensação"
"7710";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Confusão"
"7711";"DIREITO CIVIL (899) / Obrigações (7681) / Adimplemento e Extinção (7690) / Remissão das Dívidas"
"7712";"DIREITO CIVIL / OBRIGAÇÕES / ATOS UNILATERAIS / PROMESSA DE RECOMPENSA"
"7713";"DIREITO CIVIL / OBRIGAÇÕES / ATOS UNILATERAIS / GESTÃO DE NEGÓCIOS"
"7714";"DIREITO CIVIL (899) / Obrigações (7681) / Atos Unilaterais (7694) / Pagamento Indevido"
"7715";"DIREITO CIVIL / OBRIGAÇÕES / ATOS UNILATERAIS / ENRIQUECIMENTO SEM CAUSA"
"7717";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO"
"7724";"REGISTROS PÚBLICOS"
"7725";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais"
"7729";"REGISTROS PÚBLICOS / Tabelionato de Protestos de Títulos"
"7732";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Registro de nascimento após prazo legal"
"7735";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Retificação de Nome"
"7737";"REGISTROS PÚBLICOS / Tabelionato de Protestos de Títulos / Cancelamento de Protesto"
"7748";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO / ACIDENTE AÉREO"
"7752";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / BANCÁRIOS"
"7757";"DIREITO PREVIDENCIÁRIO / BENEFÍCIOS EM ESPÉCIE / AUXÍLIO-DOENÇA ACIDENTÁRIO"
"7760";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / FORNECIMENTO DE ENERGIA ELÉTRICA"
"7761";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / FORNECIMENTO DE ÁGUA"
"7767";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / SUBSTITUIÇÃO DO PRODUTO"
"7768";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / RESCISÃO DO CONTRATO E DEVOLUÇÃO DO DINHEIRO"
"7769";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / ABATIMENTO PROPORCIONAL DO PREÇO"
"7770";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INTERPRETAÇÃO / REVISÃO DE CONTRATO"
"7771";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO"
"7772";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / CARTÃO DE CRÉDITO"
"7773";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / FINANCIAMENTO DE PRODUTO"
"7774";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / SERVIÇOS PROFISSIONAIS"
"7775";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / SERVIÇOS HOSPITALARES"
"7776";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE TERRESTRE"
"7779";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MORAL"
"7780";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MATERIAL"
"7781";"DIREITO DO CONSUMIDOR / RESPONSABILIDADE DO FORNECEDOR / INDENIZAÇÃO POR DANO MORAL / PROTESTO INDEVIDO DE TÍTULO"
"7783";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL"
"7784";"DIREITO MARÍTIMO / RESPONSABILIDADE EXTRACONTRATUAL"
"7785";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS / PRESTAÇÃO PECUNIÁRIA"
"7786";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS / PERDA DE BENS E VALORES"
"7787";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS / PRESTAÇÃO DE SERVIÇOS À COMUNIDADE"
"7788";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS / INTERDIÇÃO TEMPORÁRIA DE DIREITOS"
"7789";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS / LIMITAÇÃO DE FIM DE SEMANA"
"7790";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA RESTRITIVA DE DIREITOS"
"7791";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA PRIVATIVA DE LIBERDADE"
"7792";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / PENA DE MULTA"
"7793";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / MEDIDAS DE SEGURANÇA"
"7794";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / MEDIDAS DE SEGURANÇA / TRATAMENTO AMBULATORIAL"
"7795";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL / MEDIDAS DE SEGURANÇA / INTERNAÇÃO"
"7797";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL / QUANTO À EMBARCAÇÃO"
"7798";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL / QUANTO À CARGA"
"7799";"DIREITO MARÍTIMO / RESPONSABILIDADE EXTRACONTRATUAL / CLANDESTINOS"
"7834";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Retificação de Data de Nascimento"
"7835";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Retificação de Sexo"
"7895";"REGISTROS PÚBLICOS / Registro de Imóveis"
"7896";"REGISTROS PÚBLICOS / Registro de Imóveis / Cancelamento de Hipoteca"
"7897";"REGISTROS PÚBLICOS / Registro de Imóveis / Inscrição na Matrícula de Registro Torrens"
"7898";"REGISTROS PÚBLICOS / Registro de Imóveis / Instituição de Bem de Família"
"7899";"REGISTROS PÚBLICOS / Registro de Imóveis / Bloqueio de Matrícula"
"7911";"REGISTROS PÚBLICOS / Registro de Imóveis / Cancelamento de Hipoteca / Por Remição"
"7912";"REGISTROS PÚBLICOS / Registro de Imóveis / Cancelamento de Hipoteca / Por Terceiro Prejudicado"
"7925";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Registro de Óbito após prazo legal"
"7926";"REGISTROS PÚBLICOS / Registro Civil das Pessoas Naturais / Registro de Nascimento de Filho de Brasileiro Nascido no Exterior"
"7928";"DIREITO PROCESSUAL PENAL / LIBERDADE PROVISÓRIA"
"7929";"DIREITO PROCESSUAL PENAL / PRISÃO EM FLAGRANTE"
"7935";"DIREITO PROCESSUAL PENAL / Ação Penal / Perempção"
"7937";"DIREITO PROCESSUAL PENAL / Inclusão/exclusão de Jurado"
"7940";"DIREITO PROCESSUAL PENAL / Recurso / Deserção"
"7941";"DIREITO PROCESSUAL PENAL / Recurso / Denegação"
"7942";"DIREITO PROCESSUAL PENAL / EXECUÇÃO PENAL"
"7945";"DIREITO PROCESSUAL PENAL / FALSIDADE"
"7947";"DIREITO CIVIL (899) / Fatos Jurídicos"
"7949";"DIREITO CIVIL / Pessoas naturais / Direitos da Personalidade"
"7952";"DIREITO CIVIL / Pessoas Jurídicas / Organizações Religiosas"
"7953";"DIREITO CIVIL / Pessoas Jurídicas / Partido Político"
"864";"DIREITO DO TRABALHO"
"8805";"DIREITO DO TRABALHO (864) / Responsabilidade Solidária / Subsidiária (1937) / Sucessão de Empregadores"
"8806";"DIREITO DO TRABALHO (864) / Responsabilidade Solidária / Subsidiária (1937) / Subempreitada"
"8807";"DIREITO DO TRABALHO (864) / Responsabilidade Solidária / Subsidiária (1937) / Sócio / Acionista"
"8808";"DIREITO DO TRABALHO (864) / Responsabilidade Civil do Empregador (2567) / Indenização por Dano Material"
"8809";"DIREITO DO TRABALHO (864) / Responsabilidade Civil do Empregador (2567) / Indenização por Dano Material (8808) / Acidente de Trabalho"
"8810";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Salário / Diferença Salarial (2458) / Salário por Acúmulo de Cargo / Função"
"8812";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Salário / Diferença Salarial (2458) / Salário Maternidade"
"8813";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Licenças e Folgas - Conversão em Pecúnia"
"8816";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Salário / Diferença Salarial (2458) / Salário Substituição"
"8817";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Gratificação (2055) / Gratificação por Tempo de Serviço"
"8818";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Gratificação (2055) / Gratificação de Função"
"8820";"DIREITO DO TRABALHO (864) / Rescisão do Contrato de Trabalho (2620) / Verbas Rescisórias (2546) / Décimo Terceiro Salário Proporcional"
"8821";"DIREITO DO TRABALHO (864) / Rescisão do Contrato de Trabalho (2620) / Verbas Rescisórias (2546) / Férias Proporcionais"
"8822";"DIREITO DO TRABALHO (864) / Rescisão do Contrato de Trabalho (2620) / Verbas Rescisórias (2546) / Indenização Adicional"
"8823";"DIREITO DO TRABALHO (864) / Rescisão do Contrato de Trabalho (2620) / Verbas Rescisórias (2546) / Saldo de Salário"
"8824";"DIREITO DO TRABALHO (864) / Rescisão do Contrato de Trabalho (2620) / Indenização por Tempo de Serviço"
"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"8828";"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) / Jurisdição e Competência"
"8829";"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) / Jurisdição e Competência (8828) / Competência"
